Line Item Date,Item ID,Order ID,Item Name,Currency,Per Unit Quantity,Item Unit,Item Revenue,Modifiers,Modifiers Revenue,Total Revenue,Discounts,Total Discount,Total,VAT Collected,Payment State
27-Aug-2017 11:03 PM BST,HN1QRF5D8RK5G,1FJ5KZ86BQST6,Alovera,GBP,,,2.10,,,2.10,,,2.10,0.35,Open
27-Aug-2017 11:03 PM BST,19DJP9SY32CJW,1FJ5KZ86BQST6,Coke,GBP,,,1.50,,,1.50,,,1.50,0.25,Open
27-Aug-2017 11:03 PM BST,19DJP9SY32CJW,1FJ5KZ86BQST6,Coke,GBP,,,1.50,,,1.50,,,1.50,0.25,Open
27-Aug-2017 11:03 PM BST,DZKDHR8RFEYV2,1FJ5KZ86BQST6,Diet Coke,GBP,,,1.50,,,1.50,,,1.50,0.25,Open
27-Aug-2017 11:03 PM BST,HN1QRF5D8RK5G,1FJ5KZ86BQST6,Alovera,GBP,,,2.10,,,2.10,,,2.10,0.35,Open
27-Aug-2017 11:03 PM BST,MSMEZG2VW57KP,1FJ5KZ86BQST6,Ginger&Onion Seafood,GBP,,,9.50,,,9.50,,,9.50,1.58,Open
27-Aug-2017 11:03 PM BST,E077SNNMFSPTC,1FJ5KZ86BQST6,Black Pepper Duck,GBP,,,9.50,,,9.50,,,9.50,1.58,Open
27-Aug-2017 11:03 PM BST,BQT2JQDXK8760,1FJ5KZ86BQST6,S&P Squids,GBP,,,6.80,,,6.80,,,6.80,1.13,Open
27-Aug-2017 11:03 PM BST,R9JNQJDPWSMDJ,1FJ5KZ86BQST6,Egg Fried Rice With Prawn,GBP,,,9.00,,,9.00,,,9.00,1.50,Open
27-Aug-2017 11:03 PM BST,M4FZGA6432JSC,1FJ5KZ86BQST6,Tofu Lemongrass Bun,GBP,,,8.50,,,8.50,,,8.50,1.42,Open
27-Aug-2017 11:03 PM BST,F6WC2A2T2DKZ2,1FJ5KZ86BQST6,Honey Roast Pork,GBP,,,9.00,,,9.00,,,9.00,1.50,Open
27-Aug-2017 11:03 PM BST,MJ48AZA6Z6EGP,1FJ5KZ86BQST6,Black Pepper Beef,GBP,,,9.00,,,9.00,,,9.00,1.50,Open
27-Aug-2017 11:03 PM BST,CK3K0TYWWZTJM,1FJ5KZ86BQST6,Aubergine Prawn,GBP,,,9.50,,,9.50,,,9.50,1.58,Open
27-Aug-2017 11:03 PM BST,7P5X49BV5649C,1FJ5KZ86BQST6,Grill Pork Rice,GBP,,,8.50,,,8.50,,,8.50,1.42,Open
27-Aug-2017 11:03 PM BST,7P5X49BV5649C,1FJ5KZ86BQST6,Grill Pork Rice,GBP,,,8.50,,,8.50,,,8.50,1.42,Open
27-Aug-2017 11:03 PM BST,6WNQZSJPK4XZC,1FJ5KZ86BQST6,Pho Tofu,GBP,,,7.95,,,7.95,,,7.95,1.33,Open
27-Aug-2017 11:03 PM BST,4QJE2M90NG092,1FJ5KZ86BQST6,Meat Spring Rolls,GBP,,,5.45,,,5.45,,,5.45,0.91,Open
27-Aug-2017 11:03 PM BST,MJ48AZA6Z6EGP,1FJ5KZ86BQST6,Black Pepper Beef,GBP,,,9.00,,,9.00,,,9.00,1.50,Open
27-Aug-2017 11:03 PM BST,0Y2P8WT0YJDAE,1FJ5KZ86BQST6,Chicken Satay,GBP,,,6.80,,,6.80,,,6.80,1.13,Open
27-Aug-2017 11:03 PM BST,WQZDHB0G68YCE,1FJ5KZ86BQST6,Crispy Duck 1/2,GBP,,,16.00,,,16.00,,,16.00,2.67,Open
27-Aug-2017 11:03 PM BST,KPKVQ02YQZMNP,1FJ5KZ86BQST6,S&P Tofu,GBP,,,6.80,,,6.80,,,6.80,1.13,Open
27-Aug-2017 11:03 PM BST,M4FZGA6432JSC,1FJ5KZ86BQST6,Tofu Lemongrass Bun,GBP,,,8.50,,,8.50,,,8.50,1.42,Open
27-Aug-2017 11:03 PM BST,TZ39MHW869W6W,1FJ5KZ86BQST6,Tofu Summer Rolls,GBP,,,4.45,,,4.45,,,4.45,0.74,Open
27-Aug-2017 11:03 PM BST,CHCG34FFJTQYJ,1FJ5KZ86BQST6,Chicken Curry,GBP,,,8.50,,,8.50,,,8.50,1.42,Open
27-Aug-2017 11:03 PM BST,8ADN120CPS3JC,1FJ5KZ86BQST6,Pho Special,GBP,,,9.00,,,9.00,,,9.00,1.50,Open
27-Aug-2017 11:03 PM BST,FCTR6CRHQTRKC,1FJ5KZ86BQST6,Grill Pork Bun,GBP,,,8.00,,,8.00,,,8.00,1.33,Open
27-Aug-2017 11:03 PM BST,FCTR6CRHQTRKC,1FJ5KZ86BQST6,Grill Pork Bun,GBP,,,8.00,,,8.00,,,8.00,1.33,Open
27-Aug-2017 11:03 PM BST,XYN9DFWVM0Y8P,1FJ5KZ86BQST6,Hanoi Fish,GBP,,,10.50,,,10.50,,,10.50,1.75,Open
27-Aug-2017 07:51 PM BST,9WDQV583KWKC6,CF3GGPR3QJ46W,Orange Juice,GBP,,,3.00,,,3.00,,,3.00,0.50,Paid
27-Aug-2017 07:51 PM BST,9WDQV583KWKC6,CF3GGPR3QJ46W,Orange Juice,GBP,,,3.00,,,3.00,,,3.00,0.50,Paid
27-Aug-2017 07:51 PM BST,JB7B6D90DFK1R,CF3GGPR3QJ46W,Coconut Coffee,GBP,,,5.00,,,5.00,,,5.00,0.00,Paid
27-Aug-2017 07:51 PM BST,60K3XEMBYRX7R,CF3GGPR3QJ46W,Saigon Beer,GBP,,,3.45,,,3.45,,,3.45,0.58,Paid
27-Aug-2017 07:51 PM BST,60K3XEMBYRX7R,CF3GGPR3QJ46W,Saigon Beer,GBP,,,3.45,,,3.45,,,3.45,0.58,Paid
27-Aug-2017 09:31 PM BST,4QJE2M90NG092,FKTFA4NQBHZNJ,Meat Spring Rolls,GBP,,,5.45,,,5.45,,,5.45,0.91,Open
27-Aug-2017 09:31 PM BST,HN1QRF5D8RK5G,FKTFA4NQBHZNJ,Alovera,GBP,,,2.10,,,2.10,,,2.10,0.35,Open
27-Aug-2017 09:31 PM BST,60K3XEMBYRX7R,FKTFA4NQBHZNJ,Saigon Beer,GBP,,,3.45,,,3.45,,,3.45,0.58,Open
27-Aug-2017 09:31 PM BST,YHEA8ZVXTJPSM,FKTFA4NQBHZNJ,Flat Noodle Chicken,GBP,,,8.50,,,8.50,,,8.50,1.42,Open
27-Aug-2017 09:31 PM BST,YHEA8ZVXTJPSM,FKTFA4NQBHZNJ,Flat Noodle Chicken,GBP,,,8.50,,,8.50,,,8.50,1.42,Open
27-Aug-2017 09:00 PM BST,5AFS332YMC70J,KR627WCCKPEJA,Egg Fried Rice ( SURCHARGE - Thay Com Trang ),GBP,,,1.50,,,1.50,,,1.50,0.25,Paid
27-Aug-2017 09:00 PM BST,XYVD3RYM9ERTE,KR627WCCKPEJA,Ginger&Onion Beef,GBP,,,9.00,,,9.00,,,9.00,1.50,Paid
27-Aug-2017 09:00 PM BST,SCTCDYT61EJKW,KR627WCCKPEJA,Prawn Summer Roll,GBP,,,5.00,,,5.00,,,5.00,0.83,Paid
27-Aug-2017 08:58 PM BST,HVBRK6NTT3WD2,D3DQ4GKTSPC3J,Pho Duck,GBP,,,9.00,,,9.00,,,9.00,1.50,Open
27-Aug-2017 08:58 PM BST,6WNQZSJPK4XZC,D3DQ4GKTSPC3J,Pho Tofu,GBP,,,7.95,,,7.95,,,7.95,1.33,Open
27-Aug-2017 08:58 PM BST,60K3XEMBYRX7R,D3DQ4GKTSPC3J,Saigon Beer,GBP,,,3.45,,,3.45,,,3.45,0.58,Open
27-Aug-2017 08:58 PM BST,W0ESPKZR5FC6J,D3DQ4GKTSPC3J,Breton Cidre,GBP,,,4.40,,,4.40,,,4.40,0.73,Open
27-Aug-2017 08:43 PM BST,4QJE2M90NG092,TD9D5KTD4SXET,Meat Spring Rolls,GBP,,,5.45,,,5.45,,,5.45,0.91,Open
27-Aug-2017 08:43 PM BST,80HJX9WAESEGW,TD9D5KTD4SXET,Grilled Chicken Bun,GBP,,,8.50,,,8.50,,,8.50,1.42,Open
27-Aug-2017 08:43 PM BST,RJR6JZVB2FNX4,TD9D5KTD4SXET,Grilled Pork&Spring Roll Bun,GBP,,,9.00,,,9.00,,,9.00,1.50,Open
27-Aug-2017 08:34 PM BST,R647ZAM8K71R6,MQKQG694RG204,Goat With Onion,GBP,,,9.50,,,9.50,,,9.50,1.58,Paid
27-Aug-2017 08:34 PM BST,KDGT2249997E6,MQKQG694RG204,------------------,GBP,,,0.00,,,0.00,,,0.00,0.00,Paid
27-Aug-2017 08:34 PM BST,SCTCDYT61EJKW,MQKQG694RG204,Prawn Summer Roll,GBP,,,5.00,,,5.00,,,5.00,0.83,Paid
27-Aug-2017 08:32 PM BST,1FTFEDAWGXA62,CCGH7B7R3QMRC,Egg Fried Rice,GBP,,,3.50,,,3.50,,,3.50,0.58,Open
27-Aug-2017 08:32 PM BST,01SKWRHSCDQ2T,CCGH7B7R3QMRC,Pho Rare Beef,GBP,,,8.50,,,8.50,,,8.50,1.42,Open
27-Aug-2017 07:50 PM BST,C2KB8BM4ECQY6,Z2HKMTBXBM4R0,S&P Spare Rib,GBP,,,6.80,,,6.80,,,6.80,1.13,Paid
27-Aug-2017 07:50 PM BST,60K3XEMBYRX7R,Z2HKMTBXBM4R0,Saigon Beer,GBP,,,3.45,,,3.45,,,3.45,0.58,Paid
27-Aug-2017 08:26 PM BST,FCTR6CRHQTRKC,9T0WT0118PMF8,Grill Pork Bun,GBP,,,8.00,,,8.00,,,8.00,1.33,Open
27-Aug-2017 08:26 PM BST,M4FZGA6432JSC,9T0WT0118PMF8,Tofu Lemongrass Bun,GBP,,,8.50,,,8.50,,,8.50,1.42,Open
27-Aug-2017 08:26 PM BST,1GXEE6PNF5MDC,9T0WT0118PMF8,S&P Soft Shell Crab,GBP,,,9.50,,,9.50,,,9.50,1.58,Open
27-Aug-2017 08:26 PM BST,MRVZJ3ZH2KSXT,9T0WT0118PMF8,Veg Spring Rolls,GBP,,,4.45,,,4.45,,,4.45,0.74,Open
27-Aug-2017 08:26 PM BST,SCTCDYT61EJKW,9T0WT0118PMF8,Prawn Summer Roll,GBP,,,5.00,,,5.00,,,5.00,0.83,Open
27-Aug-2017 08:18 PM BST,CK3K0TYWWZTJM,S3KDY1EFVHJQ0,Aubergine Prawn,GBP,,,9.50,,,9.50,,,9.50,1.58,Paid
27-Aug-2017 08:18 PM BST,80HJX9WAESEGW,S3KDY1EFVHJQ0,Grilled Chicken Bun,GBP,,,8.50,,,8.50,,,8.50,1.42,Paid
27-Aug-2017 08:18 PM BST,80HJX9WAESEGW,S3KDY1EFVHJQ0,Grilled Chicken Bun,GBP,,,8.50,,,8.50,,,8.50,1.42,Paid
27-Aug-2017 08:18 PM BST,9BRNS9QTFNKX4,S3KDY1EFVHJQ0,Extra Springroll,GBP,,,1.00,,,1.00,,,1.00,0.17,Paid
27-Aug-2017 08:18 PM BST,9BRNS9QTFNKX4,S3KDY1EFVHJQ0,Extra Springroll,GBP,,,1.00,,,1.00,,,1.00,0.17,Paid
27-Aug-2017 08:18 PM BST,5AFS332YMC70J,S3KDY1EFVHJQ0,Egg Fried Rice ( SURCHARGE - Thay Com Trang ),GBP,,,1.50,,,1.50,,,1.50,0.25,Paid
27-Aug-2017 08:18 PM BST,XYVD3RYM9ERTE,S3KDY1EFVHJQ0,Ginger&Onion Beef,GBP,,,9.00,,,9.00,,,9.00,1.50,Paid
27-Aug-2017 08:18 PM BST,M0GY4T7R1R9TC,S3KDY1EFVHJQ0,S&P Prawn,GBP,,,6.80,,,6.80,,,6.80,1.13,Paid
27-Aug-2017 08:19 PM BST,4QJE2M90NG092,NK7NS5WX4PCBW,Meat Spring Rolls,GBP,,,5.45,,,5.45,,,5.45,0.91,Open
27-Aug-2017 08:19 PM BST,RJR6JZVB2FNX4,NK7NS5WX4PCBW,Grilled Pork&Spring Roll Bun,GBP,,,9.00,,,9.00,,,9.00,1.50,Open
27-Aug-2017 08:19 PM BST,RJR6JZVB2FNX4,NK7NS5WX4PCBW,Grilled Pork&Spring Roll Bun,GBP,,,9.00,,,9.00,,,9.00,1.50,Open
27-Aug-2017 08:19 PM BST,S755MF70TDY6G,NK7NS5WX4PCBW,Braised Pork,GBP,,,8.50,,,8.50,,,8.50,1.42,Open
27-Aug-2017 08:18 PM BST,AWK2JYG72JVNJ,S3KDY1EFVHJQ0,Wines,GBP,,,0.00,House Red 250ml (5FBS7KTKKSX10) £5.95,5.95,5.95,,,5.95,0.99,Paid
27-Aug-2017 08:17 PM BST,PDVAH1JN6YPAY,S84PWS4FAMJP4,Steam Seabass,GBP,,,13.50,,,13.50,,,13.50,2.25,Open
27-Aug-2017 07:50 PM BST,60K3XEMBYRX7R,Z2HKMTBXBM4R0,Saigon Beer,GBP,,,3.45,,,3.45,,,3.45,0.58,Paid
27-Aug-2017 08:15 PM BST,TZ39MHW869W6W,H5E1WF5DAGSR8,Tofu Summer Rolls,GBP,,,4.45,,,4.45,,,4.45,0.74,Open
27-Aug-2017 08:15 PM BST,SCTCDYT61EJKW,H5E1WF5DAGSR8,Prawn Summer Roll,GBP,,,5.00,,,5.00,,,5.00,0.83,Open
27-Aug-2017 07:57 PM BST,NEY8521PAC0RW,VJC69WR5SMWT4,Extra Meat,GBP,,,2.50,,,2.50,,,2.50,0.42,Paid
27-Aug-2017 07:57 PM BST,1FTFEDAWGXA62,VJC69WR5SMWT4,Egg Fried Rice,GBP,,,3.50,,,3.50,,,3.50,0.58,Paid
27-Aug-2017 07:57 PM BST,W5J4JERP12KST,VJC69WR5SMWT4,Honey Roast Pork Bun,GBP,,,9.00,,,9.00,,,9.00,1.50,Paid
27-Aug-2017 07:57 PM BST,CF8DF8FWHYT70,VJC69WR5SMWT4,Beef Lemongrass Bun,GBP,,,8.50,,,8.50,,,8.50,1.42,Paid
27-Aug-2017 07:57 PM BST,MRVZJ3ZH2KSXT,VJC69WR5SMWT4,Veg Spring Rolls,GBP,,,4.45,,,4.45,,,4.45,0.74,Paid
27-Aug-2017 07:59 PM BST,DCK5JHTXPX1XR,W6JT768JPVG8R,Tofu Curry,GBP,,,7.95,,,7.95,,,7.95,1.33,Open
27-Aug-2017 07:59 PM BST,TZ39MHW869W6W,W6JT768JPVG8R,Tofu Summer Rolls,GBP,,,4.45,,,4.45,,,4.45,0.74,Open
27-Aug-2017 07:58 PM BST,60K3XEMBYRX7R,YB0MNMVDGCHDT,Saigon Beer,GBP,,,3.45,,,3.45,,,3.45,0.58,Open
27-Aug-2017 07:58 PM BST,XYVD3RYM9ERTE,YB0MNMVDGCHDT,Ginger&Onion Beef,GBP,,,9.00,,,9.00,,,9.00,1.50,Open
27-Aug-2017 07:58 PM BST,19DJP9SY32CJW,YB0MNMVDGCHDT,Coke,GBP,,,1.50,,,1.50,,,1.50,0.25,Open
27-Aug-2017 07:58 PM BST,FA272206AKG1A,YB0MNMVDGCHDT,Duck With Onion,GBP,,,9.00,,,9.00,,,9.00,1.50,Open
27-Aug-2017 07:58 PM BST,4QJE2M90NG092,YB0MNMVDGCHDT,Meat Spring Rolls,GBP,,,5.45,,,5.45,,,5.45,0.91,Open
27-Aug-2017 07:57 PM BST,AWK2JYG72JVNJ,VJC69WR5SMWT4,Wines,GBP,,,0.00,Sparkling Wine (1NXZBT2W9WXSE) £25.00,25.00,25.00,,,25.00,4.17,Paid
27-Aug-2017 07:57 PM BST,8ADN120CPS3JC,48FM2WD82MZ4G,Pho Special,GBP,,,9.00,,,9.00,,,9.00,1.50,Paid
27-Aug-2017 07:51 PM BST,VVMJQN9M9V9CJ,CF3GGPR3QJ46W,Pho Chicken,GBP,,,8.00,,,8.00,,,8.00,1.33,Paid
27-Aug-2017 07:51 PM BST,8ADN120CPS3JC,CF3GGPR3QJ46W,Pho Special,GBP,,,9.00,,,9.00,,,9.00,1.50,Paid
27-Aug-2017 07:51 PM BST,XYN9DFWVM0Y8P,CF3GGPR3QJ46W,Hanoi Fish,GBP,,,10.50,,,10.50,,,10.50,1.75,Paid
27-Aug-2017 07:51 PM BST,0RGW5K5QJGPVR,CF3GGPR3QJ46W,Pho Monkfish,GBP,,,10.50,,,10.50,,,10.50,1.75,Paid
27-Aug-2017 07:51 PM BST,0RGW5K5QJGPVR,CF3GGPR3QJ46W,Pho Monkfish,GBP,,,10.50,,,10.50,,,10.50,1.75,Paid
27-Aug-2017 07:51 PM BST,0RGW5K5QJGPVR,CF3GGPR3QJ46W,Pho Monkfish,GBP,,,10.50,,,10.50,,,10.50,1.75,Paid
27-Aug-2017 07:51 PM BST,KDGT2249997E6,CF3GGPR3QJ46W,------------------,GBP,,,0.00,,,0.00,,,0.00,0.00,Paid
27-Aug-2017 07:51 PM BST,GA2WZC4VMTTFA,CF3GGPR3QJ46W,S&P Whole Seabass,GBP,,,14.00,,,14.00,,,14.00,2.33,Paid
27-Aug-2017 07:51 PM BST,X08JKB2PBV2JJ,CF3GGPR3QJ46W,Beef Betel Leaf,GBP,,,8.50,,,8.50,,,8.50,1.42,Paid
27-Aug-2017 07:51 PM BST,P70JM77N8MMK4,CF3GGPR3QJ46W,Mango With Beef,GBP,,,6.80,,,6.80,,,6.80,1.13,Paid
27-Aug-2017 07:50 PM BST,60K3XEMBYRX7R,Z2HKMTBXBM4R0,Saigon Beer,GBP,,,3.45,,,3.45,,,3.45,0.58,Paid
27-Aug-2017 07:50 PM BST,60K3XEMBYRX7R,Z2HKMTBXBM4R0,Saigon Beer,GBP,,,3.45,,,3.45,,,3.45,0.58,Paid
27-Aug-2017 07:50 PM BST,9T878JJWWEX4P,Z2HKMTBXBM4R0,Pho Sauteed Beef,GBP,,,10.50,,,10.50,,,10.50,1.75,Paid
27-Aug-2017 07:50 PM BST,9T878JJWWEX4P,Z2HKMTBXBM4R0,Pho Sauteed Beef,GBP,,,10.50,,,10.50,,,10.50,1.75,Paid
27-Aug-2017 07:50 PM BST,KDGT2249997E6,Z2HKMTBXBM4R0,------------------,GBP,,,0.00,,,0.00,,,0.00,0.00,Paid
27-Aug-2017 07:50 PM BST,SCTCDYT61EJKW,Z2HKMTBXBM4R0,Prawn Summer Roll,GBP,,,5.00,,,5.00,,,5.00,0.83,Paid
27-Aug-2017 07:50 PM BST,4QJE2M90NG092,Z2HKMTBXBM4R0,Meat Spring Rolls,GBP,,,5.45,,,5.45,,,5.45,0.91,Paid
27-Aug-2017 07:49 PM BST,A3J5V0AVDQHZ4,G943CDET1H76E,Papaya With Prawn,GBP,,,6.80,,,6.80,,,6.80,1.13,Open
27-Aug-2017 07:49 PM BST,SCTCDYT61EJKW,G943CDET1H76E,Prawn Summer Roll,GBP,,,5.00,,,5.00,,,5.00,0.83,Open
27-Aug-2017 07:49 PM BST,4QJE2M90NG092,G943CDET1H76E,Meat Spring Rolls,GBP,,,5.45,,,5.45,,,5.45,0.91,Open
27-Aug-2017 07:47 PM BST,9T878JJWWEX4P,C6J685M5B1GWJ,Pho Sauteed Beef,GBP,,,10.50,,,10.50,,,10.50,1.75,Open
27-Aug-2017 07:47 PM BST,9T878JJWWEX4P,C6J685M5B1GWJ,Pho Sauteed Beef,GBP,,,10.50,,,10.50,,,10.50,1.75,Open
27-Aug-2017 07:46 PM BST,7RCVJJKS904H6,VRE5Y2CFM19XT,Egg Noodle Chicken,GBP,,,8.50,,,8.50,,,8.50,1.42,Paid
27-Aug-2017 07:46 PM BST,4QJE2M90NG092,VRE5Y2CFM19XT,Meat Spring Rolls,GBP,,,5.45,,,5.45,,,5.45,0.91,Paid
27-Aug-2017 07:39 PM BST,60K3XEMBYRX7R,22GACDJJW0W52,Saigon Beer,GBP,,,3.45,,,3.45,,,3.45,0.58,Open
27-Aug-2017 07:39 PM BST,60K3XEMBYRX7R,22GACDJJW0W52,Saigon Beer,GBP,,,3.45,,,3.45,,,3.45,0.58,Open
27-Aug-2017 07:39 PM BST,390RP2F46ZSRC,22GACDJJW0W52,Sparkling Water,GBP,,,1.50,,,1.50,,,1.50,0.25,Open
27-Aug-2017 07:39 PM BST,AWK2JYG72JVNJ,22GACDJJW0W52,Wines,GBP,,,0.00,House White Bottle (RGWAQWHJH6Z3J) £18.00,18.00,18.00,,,18.00,3.00,Open
27-Aug-2017 07:39 PM BST,SCTCDYT61EJKW,22GACDJJW0W52,Prawn Summer Roll,GBP,,,5.00,,,5.00,,,5.00,0.83,Open
27-Aug-2017 07:39 PM BST,J8NWRVXP3WP44,22GACDJJW0W52,Shaking Beef,GBP,,,10.00,,,10.00,,,10.00,1.67,Open
27-Aug-2017 07:39 PM BST,CF8DF8FWHYT70,22GACDJJW0W52,Beef Lemongrass Bun,GBP,,,8.50,,,8.50,,,8.50,1.42,Open
27-Aug-2017 07:39 PM BST,R9JNQJDPWSMDJ,22GACDJJW0W52,Egg Fried Rice With Prawn,GBP,,,9.00,,,9.00,,,9.00,1.50,Open
27-Aug-2017 07:39 PM BST,8ADN120CPS3JC,22GACDJJW0W52,Pho Special,GBP,,,9.00,,,9.00,,,9.00,1.50,Open
27-Aug-2017 07:39 PM BST,HVBRK6NTT3WD2,22GACDJJW0W52,Pho Duck,GBP,,,9.00,,,9.00,,,9.00,1.50,Open
27-Aug-2017 07:39 PM BST,4QJE2M90NG092,22GACDJJW0W52,Meat Spring Rolls,GBP,,,5.45,,,5.45,,,5.45,0.91,Open
27-Aug-2017 07:39 PM BST,XYVD3RYM9ERTE,22GACDJJW0W52,Ginger&Onion Beef,GBP,,,9.00,,,9.00,,,9.00,1.50,Open
27-Aug-2017 07:39 PM BST,XYN9DFWVM0Y8P,22GACDJJW0W52,Hanoi Fish,GBP,,,10.50,,,10.50,,,10.50,1.75,Open
27-Aug-2017 07:39 PM BST,XYVD3RYM9ERTE,22GACDJJW0W52,Ginger&Onion Beef,GBP,,,9.00,,,9.00,,,9.00,1.50,Open
27-Aug-2017 07:39 PM BST,G404HDVMPA46J,22GACDJJW0W52,Grilled Chicken Rice,GBP,,,8.50,,,8.50,,,8.50,1.42,Open
27-Aug-2017 07:27 PM BST,8ADN120CPS3JC,Q6FP5R9BFRCM4,Pho Special,GBP,,,9.00,,,9.00,,,9.00,1.50,Paid
27-Aug-2017 07:29 PM BST,8MBMB6VKJDVEC,W73BH8KVZR8DE,Morning Glory With Garlic,GBP,,,7.00,,,7.00,,,7.00,1.17,Open
27-Aug-2017 07:29 PM BST,4QJE2M90NG092,W73BH8KVZR8DE,Meat Spring Rolls,GBP,,,5.45,,,5.45,,,5.45,0.91,Open
27-Aug-2017 07:29 PM BST,TZ39MHW869W6W,W73BH8KVZR8DE,Tofu Summer Rolls,GBP,,,4.45,,,4.45,,,4.45,0.74,Open
27-Aug-2017 07:29 PM BST,8ADN120CPS3JC,W73BH8KVZR8DE,Pho Special,GBP,,,9.00,,,9.00,,,9.00,1.50,Open
27-Aug-2017 07:29 PM BST,8ADN120CPS3JC,W73BH8KVZR8DE,Pho Special,GBP,,,9.00,,,9.00,,,9.00,1.50,Open
27-Aug-2017 07:27 PM BST,4QJE2M90NG092,Q6FP5R9BFRCM4,Meat Spring Rolls,GBP,,,5.45,,,5.45,,,5.45,0.91,Paid
27-Aug-2017 07:26 PM BST,SCTCDYT61EJKW,DZT5QF5KKJ17J,Prawn Summer Roll,GBP,,,5.00,,,5.00,,,5.00,0.83,Paid
27-Aug-2017 07:26 PM BST,2K1EC75J07AEM,DZT5QF5KKJ17J,Bun Spicy Chicken,GBP,,,8.50,,,8.50,,,8.50,1.42,Paid
27-Aug-2017 07:26 PM BST,8ADN120CPS3JC,DZT5QF5KKJ17J,Pho Special,GBP,,,9.00,,,9.00,,,9.00,1.50,Paid
27-Aug-2017 07:04 PM BST,AWK2JYG72JVNJ,BMJBKTG4R3786,Wines,GBP,,,0.00,House Red 175ml (7B07CRKBP9GDE) £4.80,4.80,4.80,,,4.80,0.80,Paid
27-Aug-2017 07:04 PM BST,H16GTSQMEF3CP,BMJBKTG4R3786,Mango Juice,GBP,,,1.80,,,1.80,,,1.80,0.30,Paid
27-Aug-2017 07:04 PM BST,J8NWRVXP3WP44,BMJBKTG4R3786,Shaking Beef,GBP,,,10.00,,,10.00,,,10.00,1.67,Paid
27-Aug-2017 07:04 PM BST,K2G89WD1G41Q8,BMJBKTG4R3786,Extra Veg,GBP,,,1.50,,,1.50,,,1.50,0.25,Paid
27-Aug-2017 07:04 PM BST,0M9XTGCTPPFS6,BMJBKTG4R3786,Flat Noodle Beef,GBP,,,8.50,,,8.50,,,8.50,1.42,Paid
27-Aug-2017 07:04 PM BST,KDGT2249997E6,BMJBKTG4R3786,------------------,GBP,,,0.00,,,0.00,,,0.00,0.00,Paid
27-Aug-2017 07:04 PM BST,4QJE2M90NG092,BMJBKTG4R3786,Meat Spring Rolls,GBP,,,5.45,,,5.45,,,5.45,0.91,Paid
27-Aug-2017 06:40 PM BST,DZKDHR8RFEYV2,1FDG74M9XEP5W,Diet Coke,GBP,,,1.50,,,1.50,,,1.50,0.25,Paid
27-Aug-2017 06:40 PM BST,P8MEVEVR4HCKW,1FDG74M9XEP5W,Ginger&Onion Duck,GBP,,,9.50,,,9.50,,,9.50,1.58,Paid
27-Aug-2017 06:37 PM BST,DZKDHR8RFEYV2,EH56563QVTFC8,Diet Coke,GBP,,,1.50,,,1.50,,,1.50,0.25,Paid
27-Aug-2017 06:37 PM BST,RJR6JZVB2FNX4,EH56563QVTFC8,Grilled Pork&Spring Roll Bun,GBP,,,9.00,,,9.00,,,9.00,1.50,Paid
27-Aug-2017 06:36 PM BST,01SKWRHSCDQ2T,9WZXR8WD34AT2,Pho Rare Beef,GBP,,,8.50,,,8.50,,,8.50,1.42,Open
27-Aug-2017 06:36 PM BST,01SKWRHSCDQ2T,9WZXR8WD34AT2,Pho Rare Beef,GBP,,,8.50,,,8.50,,,8.50,1.42,Open
27-Aug-2017 06:36 PM BST,KDGT2249997E6,9WZXR8WD34AT2,------------------,GBP,,,0.00,,,0.00,,,0.00,0.00,Open
27-Aug-2017 06:36 PM BST,4QJE2M90NG092,9WZXR8WD34AT2,Meat Spring Rolls,GBP,,,5.45,,,5.45,,,5.45,0.91,Open
27-Aug-2017 06:36 PM BST,YST7S7VDZWE64,9WZXR8WD34AT2,Viet Ice Coffee,GBP,,,3.25,,,3.25,,,3.25,0.54,Open
27-Aug-2017 06:36 PM BST,YST7S7VDZWE64,9WZXR8WD34AT2,Viet Ice Coffee,GBP,,,3.25,,,3.25,,,3.25,0.54,Open
27-Aug-2017 06:33 PM BST,CK3K0TYWWZTJM,9D81PW8GT1C92,Aubergine Prawn,GBP,,,9.50,,,9.50,,,9.50,1.58,Paid
27-Aug-2017 06:33 PM BST,C9V1GX7E6VTE8,9D81PW8GT1C92,Aubergine Tofu,GBP,,,9.00,,,9.00,,,9.00,1.50,Paid
27-Aug-2017 06:33 PM BST,TZ39MHW869W6W,9D81PW8GT1C92,Tofu Summer Rolls,GBP,,,4.45,,,4.45,,,4.45,0.74,Paid
27-Aug-2017 06:09 PM BST,8MBMB6VKJDVEC,7AFC3QCNHGTB4,Morning Glory With Garlic,GBP,,,7.00,,,7.00,,,7.00,1.17,Open
27-Aug-2017 06:09 PM BST,01SKWRHSCDQ2T,7AFC3QCNHGTB4,Pho Rare Beef,GBP,,,8.50,,,8.50,,,8.50,1.42,Open
27-Aug-2017 06:07 PM BST,MRVZJ3ZH2KSXT,BYS48N30PHY50,Veg Spring Rolls,GBP,,,4.45,,,4.45,,,4.45,0.74,Open
27-Aug-2017 06:07 PM BST,DCK5JHTXPX1XR,BYS48N30PHY50,Tofu Curry,GBP,,,7.95,,,7.95,,,7.95,1.33,Open
27-Aug-2017 06:04 PM BST,J8NWRVXP3WP44,AEGFZC12KMT54,Shaking Beef,GBP,,,10.00,,,10.00,,,10.00,1.67,Paid
